id,session,session_seq,visit_id,trial,trial_type,button_pressed,HIT,MISS,FA,CR,correct,response_time
313,1,1,313_1_2023-11-14,8,1,1,1,0,0,0,1,1950
313,1,1,313_1_2023-11-14,9,0,0,0,0,0,1,1,1468
313,1,1,313_1_2023-11-14,10,1,1,1,0,0,0,1,1842
313,2,2,313_2_2023-11-14,1,0,1,0,0,1,0,0,1784
313,2,2,313_2_2023-11-14,2,0,1,0,0,1,0,0,1935
313,2,2,313_2_2023-11-14,3,0,0,0,0,0,1,1,1071
313,2,2,313_2_2023-11-14,4,0,0,0,0,0,1,1,1301
313,2,2,313_2_2023-11-14,5,1,0,0,1,0,0,0,1801
313,2,2,313_2_2023-11-14,6,1,1,1,0,0,0,1,1367
313,2,2,313_2_2023-11-14,7,1,0,0,1,0,0,0,2569
313,2,2,313_2_2023-11-14,8,0,0,0,0,0,1,1,1551
313,2,2,313_2_2023-11-14,9,1,1,1,0,0,0,1,1667
313,2,2,313_2_2023-11-14,10,1,0,0,1,0,0,0,1301
313,3,3,313_3_2023-11-14,1,0,0,0,0,0,1,1,1850
313,3,3,313_3_2023-11-14,2,0,1,0,0,1,0,0,1885
313,3,3,313_3_2023-11-14,3,1,0,0,1,0,0,0,1685
313,3,3,313_3_2023-11-14,4,1,1,1,0,0,0,1,1566
313,3,3,313_3_2023-11-14,5,0,0,0,0,0,1,1,1859
313,3,3,313_3_2023-11-14,6,1,0,0,1,0,0,0,851
313,3,3,313_3_2023-11-14,7,0,1,0,0,1,0,0,3101
313,3,3,313_3_2023-11-14,8,0,0,0,0,0,1,1,1736
313,3,3,313_3_2023-11-14,9,1,1,1,0,0,0,1,2317
313,3,3,313_3_2023-11-14,10,1,0,0,1,0,0,0,2267
314,1,1,314_1_2023-09-14,1,0,1,0,0,1,0,0,5189
314,1,1,314_1_2023-09-14,2,1,1,1,0,0,0,1,3212
314,1,1,314_1_2023-09-14,3,1,0,0,1,0,0,0,1745
314,1,1,314_1_2023-09-14,4,0,0,0,0,0,1,1,1661
314,1,1,314_1_2023-09-14,5,1,0,0,1,0,0,0,1479
314,1,1,314_1_2023-09-14,6,0,0,0,0,0,1,1,1765
314,1,1,314_1_2023-09-14,7,0,1,0,0,1,0,0,1650
314,1,1,314_1_2023-09-14,8,1,1,1,0,0,0,1,5534
314,1,1,314_1_2023-09-14,9,0,0,0,0,0,1,1,1634
314,1,1,314_1_2023-09-14,10,1,0,0,1,0,0,0,2216
314,2,2,314_2_2023-09-14,1,0,0,0,0,0,1,1,1698
314,2,2,314_2_2023-09-14,2,0,0,0,0,0,1,1,1662
314,2,2,314_2_2023-09-14,3,1,1,1,0,0,0,1,1170
314,2,2,314_2_2023-09-14,4,1,1,1,0,0,0,1,2981
314,2,2,314_2_2023-09-14,5,1,1,1,0,0,0,1,1401
314,2,2,314_2_2023-09-14,6,0,0,0,0,0,1,1,2350
314,2,2,314_2_2023-09-14,7,1,0,0,1,0,0,0,3984
314,2,2,314_2_2023-09-14,8,0,0,0,0,0,1,1,1819
314,2,2,314_2_2023-09-14,9,1,0,0,1,0,0,0,1664
314,2,2,314_2_2023-09-14,10,0,0,0,0,0,1,1,3160
314,3,3,314_3_2023-09-14,1,1,1,1,0,0,0,1,4445
314,3,3,314_3_2023-09-14,2,1,0,0,1,0,0,0,2526
314,3,3,314_3_2023-09-14,3,0,0,0,0,0,1,1,4459
314,3,3,314_3_2023-09-14,4,0,0,0,0,0,1,1,1566
314,3,3,314_3_2023-09-14,5,0,1,0,0,1,0,0,4075
314,3,3,314_3_2023-09-14,6,1,1,1,0,0,0,1,1829
314,3,3,314_3_2023-09-14,7,1,0,0,1,0,0,0,1629
314,3,3,314_3_2023-09-14,8,1,0,0,1,0,0,0,2544
314,3,3,314_3_2023-09-14,9,0,0,0,0,0,1,1,1227
314,3,3,314_3_2023-09-14,10,0,0,0,0,0,1,1,1717
315,1,1,315_1_2023-10-11,1,1,1,1,0,0,0,1,2084
315,1,1,315_1_2023-10-11,2,0,1,0,0,1,0,0,1251
315,1,1,315_1_2023-10-11,3,0,0,0,0,0,1,1,1531
315,1,1,315_1_2023-10-11,4,1,0,0,1,0,0,0,1400
315,1,1,315_1_2023-10-11,5,1,1,1,0,0,0,1,1584
315,1,1,315_1_2023-10-11,6,1,1,1,0,0,0,1,1166
315,1,1,315_1_2023-10-11,7,1,1,1,0,0,0,1,1234
315,1,1,315_1_2023-10-11,8,0,0,0,0,0,1,1,1785
315,1,1,315_1_2023-10-11,9,0,0,0,0,0,1,1,2306
315,1,1,315_1_2023-10-11,10,0,0,0,0,0,1,1,1567
315,2,2,315_2_2023-10-11,1,0,0,0,0,0,1,1,1799
315,2,2,315_2_2023-10-11,2,0,0,0,0,0,1,1,1386
315,2,2,315_2_2023-10-11,3,1,0,0,1,0,0,0,1868
315,2,2,315_2_2023-10-11,4,0,0,0,0,0,1,1,2567
315,2,2,315_2_2023-10-11,5,1,0,0,1,0,0,0,1635
315,2,2,315_2_2023-10-11,6,1,1,1,0,0,0,1,1454
315,2,2,315_2_2023-10-11,7,1,0,0,1,0,0,0,1635
315,2,2,315_2_2023-10-11,8,1,1,1,0,0,0,1,3233
315,2,2,315_2_2023-10-11,9,0,0,0,0,0,1,1,1852
315,2,2,315_2_2023-10-11,10,0,1,0,0,1,0,0,1633
315,3,3,315_3_2023-10-11,1,0,0,0,0,0,1,1,1833
315,3,3,315_3_2023-10-11,2,1,0,0,1,0,0,0,1567
315,3,3,315_3_2023-10-11,3,1,1,1,0,0,0,1,1468
315,3,3,315_3_2023-10-11,4,1,1,1,0,0,0,1,1201
315,3,3,315_3_2023-10-11,5,0,1,0,0,1,0,0,1505
315,3,3,315_3_2023-10-11,6,0,0,0,0,0,1,1,1635
315,3,3,315_3_2023-10-11,7,1,1,1,0,0,0,1,1384
315,3,3,315_3_2023-10-11,8,0,0,0,0,0,1,1,1716
315,3,3,315_3_2023-10-11,9,1,0,0,1,0,0,0,3385
315,3,3,315_3_2023-10-11,10,0,0,0,0,0,1,1,2468
316,1,1,316_1_2023-10-06,1,1,0,0,1,0,0,0,4234
316,1,1,316_1_2023-10-06,2,0,0,0,0,0,1,1,1831
316,1,1,316_1_2023-10-06,3,1,1,1,0,0,0,1,2999
316,1,1,316_1_2023-10-06,4,1,1,1,0,0,0,1,2449
316,1,1,316_1_2023-10-06,5,1,1,1,0,0,0,1,1969
316,1,1,316_1_2023-10-06,6,0,0,0,0,0,1,1,1967
316,1,1,316_1_2023-10-06,7,0,1,0,0,1,0,0,3001
316,1,1,316_1_2023-10-06,8,0,0,0,0,0,1,1,2033
316,1,1,316_1_2023-10-06,9,1,1,1,0,0,0,1,1801
316,1,1,316_1_2023-10-06,10,0,0,0,0,0,1,1,2346
316,2,2,316_2_2023-10-06,1,1,1,1,0,0,0,1,1784
316,2,2,316_2_2023-10-06,2,1,1,1,0,0,0,1,1684
316,2,2,316_2_2023-10-06,3,1,1,1,0,0,0,1,1500
316,2,2,316_2_2023-10-06,4,0,0,0,0,0,1,1,1884
316,2,2,316_2_2023-10-06,5,0,0,0,0,0,1,1,1831
316,2,2,316_2_2023-10-06,6,1,0,0,1,0,0,0,2700
316,2,2,316_2_2023-10-06,7,0,0,0,0,0,1,1,1484
316,2,2,316_2_2023-10-06,8,1,1,1,0,0,0,1,1835
316,2,2,316_2_2023-10-06,9,0,0,0,0,0,1,1,1920
316,2,2,316_2_2023-10-06,10,0,0,0,0,0,1,1,1449
316,3,3,316_3_2023-10-06,1,0,0,0,0,0,1,1,2652
316,3,3,316_3_2023-10-06,2,1,1,1,0,0,0,1,2051
316,3,3,316_3_2023-10-06,3,0,0,0,0,0,1,1,1917
316,3,3,316_3_2023-10-06,4,1,1,1,0,0,0,1,2417
316,3,3,316_3_2023-10-06,5,0,0,0,0,0,1,1,1836
316,3,3,316_3_2023-10-06,6,0,0,0,0,0,1,1,3518
316,3,3,316_3_2023-10-06,7,1,1,1,0,0,0,1,1401
316,3,3,316_3_2023-10-06,8,1,0,0,1,0,0,0,3684
316,3,3,316_3_2023-10-06,9,1,1,1,0,0,0,1,2035
316,3,3,316_3_2023-10-06,10,0,0,0,0,0,1,1,1967
317,1,1,317_1_2023-10-13,1,1,1,1,0,0,0,1,4703
317,1,1,317_1_2023-10-13,2,0,0,0,0,0,1,1,2751
317,1,1,317_1_2023-10-13,3,1,0,0,1,0,0,0,7974
317,1,1,317_1_2023-10-13,4,1,0,0,1,0,0,0,3082
317,1,1,317_1_2023-10-13,5,1,1,1,0,0,0,1,7133
317,1,1,317_1_2023-10-13,6,0,0,0,0,0,1,1,3794
317,1,1,317_1_2023-10-13,7,0,0,0,0,0,1,1,3501
317,1,1,317_1_2023-10-13,8,0,1,0,0,1,0,0,4235
317,1,1,317_1_2023-10-13,9,1,0,0,1,0,0,0,3700
317,1,1,317_1_2023-10-13,10,0,0,0,0,0,1,1,3717
317,2,2,317_2_2023-10-13,1,1,0,0,1,0,0,0,3886
317,2,2,317_2_2023-10-13,2,1,0,0,1,0,0,0,3234
317,2,2,317_2_2023-10-13,3,0,0,0,0,0,1,1,2668
317,2,2,317_2_2023-10-13,4,0,0,0,0,0,1,1,8352
317,2,2,317_2_2023-10-13,5,1,1,1,0,0,0,1,3536
317,2,2,317_2_2023-10-13,6,0,0,0,0,0,1,1,2934
317,2,2,317_2_2023-10-13,7,1,0,0,1,0,0,0,3219
317,2,2,317_2_2023-10-13,8,0,0,0,0,0,1,1,2985
317,2,2,317_2_2023-10-13,9,1,0,0,1,0,0,0,5685
317,2,2,317_2_2023-10-13,10,0,1,0,0,1,0,0,7774
317,3,3,317_3_2023-10-13,1,0,1,0,0,1,0,0,6802
317,3,3,317_3_2023-10-13,2,0,0,0,0,0,1,1,1751
317,3,3,317_3_2023-10-13,3,1,1,1,0,0,0,1,5452
317,3,3,317_3_2023-10-13,4,1,0,0,1,0,0,0,2668
317,3,3,317_3_2023-10-13,5,0,0,0,0,0,1,1,3684
317,3,3,317_3_2023-10-13,6,0,0,0,0,0,1,1,3196
317,3,3,317_3_2023-10-13,7,1,1,1,0,0,0,1,5669
317,3,3,317_3_2023-10-13,8,1,0,0,1,0,0,0,2884
317,3,3,317_3_2023-10-13,9,1,0,0,1,0,0,0,5174
317,3,3,317_3_2023-10-13,10,0,0,0,0,0,1,1,3771
318,1,1,318_1_2024-01-10,1,0,1,0,0,1,0,0,2251
318,1,1,318_1_2024-01-10,2,0,1,0,0,1,0,0,2798
318,1,1,318_1_2024-01-10,3,1,1,1,0,0,0,1,1317
318,1,1,318_1_2024-01-10,4,1,0,0,1,0,0,0,1721
318,1,1,318_1_2024-01-10,5,0,0,0,0,0,1,1,1935
318,1,1,318_1_2024-01-10,6,1,0,0,1,0,0,0,2402
318,1,1,318_1_2024-01-10,7,1,1,1,0,0,0,1,1772
318,1,1,318_1_2024-01-10,8,0,0,0,0,0,1,1,1951
318,1,1,318_1_2024-01-10,9,1,1,1,0,0,0,1,1269
318,1,1,318_1_2024-01-10,10,0,0,0,0,0,1,1,1967
318,2,2,318_2_2024-01-10,1,0,0,0,0,0,1,1,2833
318,2,2,318_2_2024-01-10,2,1,1,1,0,0,0,1,1251
318,2,2,318_2_2024-01-10,3,1,1,1,0,0,0,1,2667
318,2,2,318_2_2024-01-10,4,0,0,0,0,0,1,1,1983
318,2,2,318_2_2024-01-10,5,0,0,0,0,0,1,1,3686
318,2,2,318_2_2024-01-10,6,1,1,1,0,0,0,1,1082
318,2,2,318_2_2024-01-10,7,1,1,1,0,0,0,1,1552
318,2,2,318_2_2024-01-10,8,1,1,1,0,0,0,1,3856
318,2,2,318_2_2024-01-10,9,0,0,0,0,0,1,1,2685
318,2,2,318_2_2024-01-10,10,0,0,0,0,0,1,1,3168
318,3,3,318_3_2024-01-10,1,0,0,0,0,0,1,1,2317
318,3,3,318_3_2024-01-10,2,1,1,1,0,0,0,1,1902
318,3,3,318_3_2024-01-10,3,0,0,0,0,0,1,1,1736
318,3,3,318_3_2024-01-10,4,1,1,1,0,0,0,1,986
318,3,3,318_3_2024-01-10,5,0,0,0,0,0,1,1,2087
318,3,3,318_3_2024-01-10,6,0,0,0,0,0,1,1,2253
318,3,3,318_3_2024-01-10,7,0,0,0,0,0,1,1,1701
318,3,3,318_3_2024-01-10,8,1,1,1,0,0,0,1,1336
318,3,3,318_3_2024-01-10,9,1,0,0,1,0,0,0,5618
318,3,3,318_3_2024-01-10,10,1,1,1,0,0,0,1,1252
319,1,1,319_1_2024-01-05,1,0,1,0,0,1,0,0,3368
319,1,1,319_1_2024-01-05,2,0,0,0,0,0,1,1,2316
319,1,1,319_1_2024-01-05,3,0,0,0,0,0,1,1,1834
319,1,1,319_1_2024-01-05,4,1,1,1,0,0,0,1,1702
319,1,1,319_1_2024-01-05,5,1,0,0,1,0,0,0,2184
319,1,1,319_1_2024-01-05,6,1,1,1,0,0,0,1,2135
319,1,1,319_1_2024-01-05,7,0,1,0,0,1,0,0,4299
319,1,1,319_1_2024-01-05,8,1,1,1,0,0,0,1,1969
319,1,1,319_1_2024-01-05,9,1,0,0,1,0,0,0,3302
319,1,1,319_1_2024-01-05,10,0,1,0,0,1,0,0,2167
319,2,2,319_2_2024-01-05,1,1,0,0,1,0,0,0,4663
319,2,2,319_2_2024-01-05,2,0,0,0,0,0,1,1,2818
319,2,2,319_2_2024-01-05,3,1,1,1,0,0,0,1,1782
319,2,2,319_2_2024-01-05,4,1,1,1,0,0,0,1,1484
319,2,2,319_2_2024-01-05,5,1,0,0,1,0,0,0,2567
319,2,2,319_2_2024-01-05,6,0,0,0,0,0,1,1,2167
319,2,2,319_2_2024-01-05,7,0,0,0,0,0,1,1,2382
319,2,2,319_2_2024-01-05,8,1,0,0,1,0,0,0,1701
319,2,2,319_2_2024-01-05,9,0,0,0,0,0,1,1,2336
319,2,2,319_2_2024-01-05,10,0,0,0,0,0,1,1,1718
319,3,3,319_3_2024-01-05,1,1,0,0,1,0,0,0,1584
319,3,3,319_3_2024-01-05,2,0,0,0,0,0,1,1,3183
319,3,3,319_3_2024-01-05,3,0,0,0,0,0,1,1,1954
319,3,3,319_3_2024-01-05,4,1,1,1,0,0,0,1,2248
319,3,3,319_3_2024-01-05,5,0,0,0,0,0,1,1,2398
319,3,3,319_3_2024-01-05,6,1,0,0,1,0,0,0,2700
319,3,3,319_3_2024-01-05,7,0,0,0,0,0,1,1,1418
319,3,3,319_3_2024-01-05,8,1,0,0,1,0,0,0,1433
319,3,3,319_3_2024-01-05,9,0,0,0,0,0,1,1,1183
319,3,3,319_3_2024-01-05,10,1,1,1,0,0,0,1,1499
320,1,1,320_1_2024-01-24,1,1,0,0,1,0,0,0,2217
320,1,1,320_1_2024-01-24,2,0,0,0,0,0,1,1,1884
320,1,1,320_1_2024-01-24,3,0,0,0,0,0,1,1,2193
320,1,1,320_1_2024-01-24,4,1,1,1,0,0,0,1,1417
320,1,1,320_1_2024-01-24,5,1,0,0,1,0,0,0,2269
320,1,1,320_1_2024-01-24,6,0,0,0,0,0,1,1,1552
320,1,1,320_1_2024-01-24,7,0,0,0,0,0,1,1,1803
320,1,1,320_1_2024-01-24,8,1,1,1,0,0,0,1,1253
320,1,1,320_1_2024-01-24,9,1,1,1,0,0,0,1,1300
320,1,1,320_1_2024-01-24,10,0,0,0,0,0,1,1,2018
320,2,2,320_2_2024-01-24,1,0,1,0,0,1,0,0,2701
320,2,2,320_2_2024-01-24,2,1,1,1,0,0,0,1,1400
320,2,2,320_2_2024-01-24,3,1,1,1,0,0,0,1,2334
320,2,2,320_2_2024-01-24,4,0,0,0,0,0,1,1,1903
320,2,2,320_2_2024-01-24,5,1,0,0,1,0,0,0,2200
320,2,2,320_2_2024-01-24,6,1,1,1,0,0,0,1,2082
320,2,2,320_2_2024-01-24,7,1,0,0,1,0,0,0,2301
320,2,2,320_2_2024-01-24,8,0,0,0,0,0,1,1,1985
320,2,2,320_2_2024-01-24,9,0,0,0,0,0,1,1,2401
320,2,2,320_2_2024-01-24,10,0,0,0,0,0,1,1,2684
320,3,3,320_3_2024-01-24,1,1,0,0,1,0,0,0,2919
320,3,3,320_3_2024-01-24,2,0,0,0,0,0,1,1,2520
320,3,3,320_3_2024-01-24,3,0,0,0,0,0,1,1,2251
320,3,3,320_3_2024-01-24,4,1,0,0,1,0,0,0,2367
320,3,3,320_3_2024-01-24,5,0,0,0,0,0,1,1,2535
320,3,3,320_3_2024-01-24,6,1,0,0,1,0,0,0,2702
320,3,3,320_3_2024-01-24,7,1,1,1,0,0,0,1,1484
320,3,3,320_3_2024-01-24,8,0,0,0,0,0,1,1,3851
320,3,3,320_3_2024-01-24,9,1,0,0,1,0,0,0,2703
320,3,3,320_3_2024-01-24,10,0,0,0,0,0,1,1,1918
321,1,1,321_1_2024-02-05,1,1,0,0,1,0,0,0,2801
321,1,1,321_1_2024-02-05,2,0,0,0,0,0,1,1,1682
321,1,1,321_1_2024-02-05,3,1,1,1,0,0,0,1,1881
321,1,1,321_1_2024-02-05,4,0,1,0,0,1,0,0,2468
321,1,1,321_1_2024-02-05,5,0,0,0,0,0,1,1,1419
321,1,1,321_1_2024-02-05,6,0,0,0,0,0,1,1,3236
